name,genres,year,country,producer,imdb_rating,link
Ричард Львиное Сердце,"история,приключения",1992,Россия,Евгений Герасимов,6.0,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B8%D1%87%D0%B0%D1%80%D0%B4_%D0%9B%D1%8C%D0%B2%D0%B8%D0%BD%D0%BE%D0%B5_%D0%A1%D0%B5%D1%80%D0%B4%D1%86%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1992)"
Ноктюрн Шопена,мелодрама,1992,Россия,Эфраим Севела,,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%BA%D1%82%D1%8E%D1%80%D0%BD_%D0%A8%D0%BE%D0%BF%D0%B5%D0%BD%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Отражение в зеркале,драма,1992,Россия,Светлана Проскурина,4.6,https://ru.wikipedia.org/wiki/%D0%9E%D1%82%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B2_%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%B5
Остров мёртвых,"авторская киномонография,монтажный фильм,фильм-фантазия",1992,Россия,Олег Ковалов,7.6,"https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2_%D0%BC%D1%91%D1%80%D1%82%D0%B2%D1%8B%D1%85_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1992)"
Патриотическая комедия,комедия,1992,Россия,Владимир Хотиненко,6.0,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%82%D1%80%D0%B8%D0%BE%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F
Новый Одеон,комедия,1992,Россия,Анатолий Эйрамджан,5.6,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9_%D0%9E%D0%B4%D0%B5%D0%BE%D0%BD
Плащаница Александра Невского,"боевик,детектив",1992,Россия,Эдгар Ходжикян,5.3,https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B0%D1%89%D0%B0%D0%BD%D0%B8%D1%86%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0_%D0%9D%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE
Над тёмной водой,драма,1960,Россия,Дмитрий Месхиев,6.4,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B4_%D1%82%D1%91%D0%BC%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%B9
На тебя уповаю,драма,1992,,Елена Цыплакова,6.9,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0_%D1%82%D0%B5%D0%B1%D1%8F_%D1%83%D0%BF%D0%BE%D0%B2%D0%B0%D1%8E
Назад в СССР,"триллер, , ,драма, , криминал",1992,США,Деран Сарафян,4.9,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B7%D0%B0%D0%B4_%D0%B2_%D0%A1%D0%A1%D0%A1%D0%A0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1992)"
Менялы,комедия,1992,Россия,Георгий Шенгелия,7.0,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BD%D1%8F%D0%BB%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
"На Дерибасовской хорошая погода, или На Брайтон-Бич опять идут дожди","шпионская комедия,сатира",1992,Россия,Леонид Гайдай,6.0,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B0_%D0%94%D0%B5%D1%80%D0%B8%D0%B1%D0%B0%D1%81%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%B0%D1%8F_%D0%BF%D0%BE%D0%B3%D0%BE%D0%B4%D0%B0,_%D0%B8%D0%BB%D0%B8_%D0%9D%D0%B0_%D0%91%D1%80%D0%B0%D0%B9%D1%82%D0%BE%D0%BD-%D0%91%D0%B8%D1%87_%D0%BE%D0%BF%D1%8F%D1%82%D1%8C_%D0%B8%D0%B4%D1%83%D1%82_%D0%B4%D0%BE%D0%B6%D0%B4%D0%B8"
Крысиный угол,"боевик, ,криминальная драма",1992,Россия, Андрей Андронников,5.5,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%8B%D1%81%D0%B8%D0%BD%D1%8B%D0%B9_%D1%83%D0%B3%D0%BE%D0%BB
Маленький гигант большого секса,комедия,1992,Россия,Николай Досталь,5.1,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B5%D0%BD%D1%8C%D0%BA%D0%B8%D0%B9_%D0%B3%D0%B8%D0%B3%D0%B0%D0%BD%D1%82_%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%BE%D0%B3%D0%BE_%D1%81%D0%B5%D0%BA%D1%81%D0%B0
Катька и Шиз,криминальная мелодрама,1992,Россия,Тигран Кеосаян,3.8,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D1%8C%D0%BA%D0%B0_%D0%B8_%D0%A8%D0%B8%D0%B7
Комедия строгого режима,комедия,1992,Россия,Владимир Студенников,7.0,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F_%D1%81%D1%82%D1%80%D0%BE%D0%B3%D0%BE%D0%B3%D0%BE_%D1%80%D0%B5%D0%B6%D0%B8%D0%BC%D0%B0
Комплекс невменяемости,музыкальный фильм,1992,Россия,Сергей Дебижев,7.2,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81_%D0%BD%D0%B5%D0%B2%D0%BC%D0%B5%D0%BD%D1%8F%D0%B5%D0%BC%D0%BE%D1%81%D1%82%D0%B8
Короткое дыхание любви,драма,1992,Финляндия,Валерий Харченко,5.9,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5_%D0%B4%D1%8B%D1%85%D0%B0%D0%BD%D0%B8%D0%B5_%D0%BB%D1%8E%D0%B1%D0%B2%D0%B8
Контрабандист,криминальная комедия,1992,Россия,Себастьян Аларкон,2.8,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%82%D1%80%D0%B0%D0%B1%D0%B0%D0%BD%D0%B4%D0%B8%D1%81%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Луна-парк,драма,1992,Россия,Павел Лунгин,6.2,https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%BD%D0%B0-%D0%BF%D0%B0%D1%80%D0%BA_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Исповедь содержанки,"мелодрама, ,криминальный фильм",1992,Россия,Борис Григорьев,4.7,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D0%BF%D0%BE%D0%B2%D0%B5%D0%B4%D1%8C_%D1%81%D0%BE%D0%B4%D0%B5%D1%80%D0%B6%D0%B0%D0%BD%D0%BA%D0%B8
Игра всерьёз,"детективный фильм,, ,триллер,, ,боевик",1992,Россия,Анатолий Иванов,5.7,https://ru.wikipedia.org/wiki/%D0%98%D0%B3%D1%80%D0%B0_%D0%B2%D1%81%D0%B5%D1%80%D1%8C%D1%91%D0%B7
"Зверь, выходящий из моря",драма,1992,Россия,Витаутас Жалакявичюс,6.6,"https://ru.wikipedia.org/wiki/%D0%97%D0%B2%D0%B5%D1%80%D1%8C,_%D0%B2%D1%8B%D1%85%D0%BE%D0%B4%D1%8F%D1%89%D0%B8%D0%B9_%D0%B8%D0%B7_%D0%BC%D0%BE%D1%80%D1%8F"
Золото,"Драма,Исторический фильм",1527,Россия,Фабио Бонци,5.9,"https://ru.wikipedia.org/wiki/%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1992)"
Горец,исторический фильм,1992,Россия,Мурат Джусойты,,"https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B5%D1%86_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1992)"
Гроза над Русью,исторический фильм,1992,Россия,Алексей Салтыков,8.0,https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%BE%D0%B7%D0%B0_%D0%BD%D0%B0%D0%B4_%D0%A0%D1%83%D1%81%D1%8C%D1%8E
Генерал,"драма,военный фильм",1992,Россия,Игорь Николаев,5.9,"https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1992)"
Дюба-дюба,"драма, / ,мелодрама",1992,Россия,Александр Хван,6.5,https://ru.wikipedia.org/wiki/%D0%94%D1%8E%D0%B1%D0%B0-%D0%B4%D1%8E%D0%B1%D0%B0
Гардемарины-III,"историко,-,приключенческий фильм,фильм плаща и шпаги,мелодрама",1992,СССР,Светлана Дружинина,5.4,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%80%D0%B4%D0%B5%D0%BC%D0%B0%D1%80%D0%B8%D0%BD%D1%8B_III
Два капитана 2,"пародия,сюрреализм,авангард",1992,Россия,Сергей Дебижев,6.8,https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D0%B0_%D0%BA%D0%B0%D0%BF%D0%B8%D1%82%D0%B0%D0%BD%D0%B0_2
Время Икс,"семейный фильм,фантастический фильм,комедия",1992,Россия,Александр Бурцев,,https://ru.wikipedia.org/wiki/%D0%92%D1%80%D0%B5%D0%BC%D1%8F_%D0%98%D0%BA%D1%81
Гаджо,"мелодрама,, ,драма",1992,,Дмитрий Светозаров,,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B4%D0%B6%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Восточный роман,"драма, мелодрама",1992,Россия,Виктор Титов,3.8,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%D1%80%D0%BE%D0%BC%D0%B0%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
В той области небес…,драма,1992,Россия,Игорь Черницкий,6.2,https://ru.wikipedia.org/wiki/%D0%92_%D1%82%D0%BE%D0%B9_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8_%D0%BD%D0%B5%D0%B1%D0%B5%D1%81%E2%80%A6
Безумный рейс,комедия,1992,Россия,Владимир Плешаков,,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7%D1%83%D0%BC%D0%BD%D1%8B%D0%B9_%D1%80%D0%B5%D0%B9%D1%81
"Большой капкан, или Соло для кошки при полной луне",Мелодрама,1992,Россия,Анатолий Галиев,4.8,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%BE%D0%B9_%D0%BA%D0%B0%D0%BF%D0%BA%D0%B0%D0%BD,_%D0%B8%D0%BB%D0%B8_%D0%A1%D0%BE%D0%BB%D0%BE_%D0%B4%D0%BB%D1%8F_%D0%BA%D0%BE%D1%88%D0%BA%D0%B8_%D0%BF%D1%80%D0%B8_%D0%BF%D0%BE%D0%BB%D0%BD%D0%BE%D0%B9_%D0%BB%D1%83%D0%BD%D0%B5"
Белые ночи,драма,1991,Россия,Леонид Квинихидзе,6.7,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B5_%D0%BD%D0%BE%D1%87%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1992)"
Болевой приём,боевик,1992,Россия,Георгий Кузнецов,5.3,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D0%B5%D0%B2%D0%BE%D0%B9_%D0%BF%D1%80%D0%B8%D1%91%D0%BC_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Бег по солнечной стороне,драма,1992,Россия,Олег Кавун,6.8,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B3_%D0%BF%D0%BE_%D1%81%D0%BE%D0%BB%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D0%B9_%D1%81%D1%82%D0%BE%D1%80%D0%BE%D0%BD%D0%B5
"Белый король, красная королева",мелодрама,1992,Россия,Сергей Бодров (старший),5.7,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9_%D0%BA%D0%BE%D1%80%D0%BE%D0%BB%D1%8C,_%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F_%D0%BA%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D0%B0"
Арбитр,"детективный фильм,триллер",1992,Россия,Иван Охлобыстин,6.0,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B1%D0%B8%D1%82%D1%80_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
"Анкор, ещё анкор!",драма,1992,Россия,Пётр Тодоровский,6.9,"https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%BA%D0%BE%D1%80,_%D0%B5%D1%89%D1%91_%D0%B0%D0%BD%D0%BA%D0%BE%D1%80!_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)"
"Аляска, сэр!","детектив, приключения",1992,Россия,Вячеслав Ребров,5.3,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8F%D1%81%D0%BA%D0%B0,_%D1%81%D1%8D%D1%80!"
Ты есть…,драма,1993,Россия,Владимир Макеранец,7.4,https://ru.wikipedia.org/wiki/%D0%A2%D1%8B_%D0%B5%D1%81%D1%82%D1%8C%E2%80%A6
Бесы,драма,1992,Россия,Игорь Таланкин,7.1,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D1%8B_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1992)"
Алиса и Букинист,"мелодрама, ,приключения",1992,Россия,Алексей Рудаков,4.3,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D1%81%D0%B0_%D0%B8_%D0%91%D1%83%D0%BA%D0%B8%D0%BD%D0%B8%D1%81%D1%82
Паром «Анна Каренина»,мелодрама,1993,Россия,Александра Яковлева,,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%BE%D0%BC_%C2%AB%D0%90%D0%BD%D0%BD%D0%B0_%D0%9A%D0%B0%D1%80%D0%B5%D0%BD%D0%B8%D0%BD%D0%B0%C2%BB
Сотворение Адама,драма,1993,Россия,Юрий Павлов,5.9,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%82%D0%B2%D0%BE%D1%80%D0%B5%D0%BD%D0%B8%D0%B5_%D0%90%D0%B4%D0%B0%D0%BC%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Ты у меня одна,"драма, ,мелодрама",1993,Россия,Дмитрий Астрахан,7.1,https://ru.wikipedia.org/wiki/%D0%A2%D1%8B_%D1%83_%D0%BC%D0%B5%D0%BD%D1%8F_%D0%BE%D0%B4%D0%BD%D0%B0
Страсти по Анжелике,эротическая комедия,1993,Россия,Александр Полынников,4.9,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B0%D1%81%D1%82%D0%B8_%D0%BF%D0%BE_%D0%90%D0%BD%D0%B6%D0%B5%D0%BB%D0%B8%D0%BA%D0%B5
Осечка,комедия,1993,Россия,Виктор Макаров,,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%B5%D1%87%D0%BA%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Сыскное бюро «Феликс»,Криминальная комедия,1993,Россия,Владимир Лаптев,4.4,https://ru.wikipedia.org/wiki/%D0%A1%D1%8B%D1%81%D0%BA%D0%BD%D0%BE%D0%B5_%D0%B1%D1%8E%D1%80%D0%BE_%C2%AB%D0%A4%D0%B5%D0%BB%D0%B8%D0%BA%D1%81%C2%BB
"Супермен поневоле, или Эротический мутант","триллер,, ,боевик,, ,эротика",1993,Россия,Никита Джигурда,2.5,"https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%BC%D0%B5%D0%BD_%D0%BF%D0%BE%D0%BD%D0%B5%D0%B2%D0%BE%D0%BB%D0%B5,_%D0%B8%D0%BB%D0%B8_%D0%AD%D1%80%D0%BE%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D1%83%D1%82%D0%B0%D0%BD%D1%82"
Троцкий,исторический фильм,1940,,Леонид Марягин,6.5,"https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D1%86%D0%BA%D0%B8%D0%B9_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1993)"
Тюремный романс,драма,1993,Россия,Евгений Татарский,5.6,https://ru.wikipedia.org/wiki/%D0%A2%D1%8E%D1%80%D0%B5%D0%BC%D0%BD%D1%8B%D0%B9_%D1%80%D0%BE%D0%BC%D0%B0%D0%BD%D1%81
Русская певица,"мелодрама, / ,триллер",1993,Россия,Мортен Арнфред,5.7,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%B5%D0%B2%D0%B8%D1%86%D0%B0
Русский регтайм,драма,1993,Россия,Сергей Урсуляк,6.6,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B5%D0%B3%D1%82%D0%B0%D0%B9%D0%BC
Свистун,"криминал,, ,семейный",1993,Германия,Паль Эрдёшш,5.5,https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B8%D1%81%D1%82%D1%83%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Серые волки,"политический детектив,, ,боевик",1993,Россия,Игорь Гостев,6.8,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D1%8B%D0%B5_%D0%B2%D0%BE%D0%BB%D0%BA%D0%B8
Про бизнесмена Фому,комедия,1993,Россия,Валерий Чиков,6.1,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE_%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81%D0%BC%D0%B5%D0%BD%D0%B0_%D0%A4%D0%BE%D0%BC%D1%83
Русский бизнес,комедия,1993,Россия,Михаил Кокшенов,4.2,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81
Тацу,"драма,, ,музыкальный фильм",1994,Россия,Вячеслав Лагунов,5.3,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D1%86%D1%83
Третий не лишний,комедия,1994,Россия,Анатолий Эйрамджан,4.6,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B5%D1%82%D0%B8%D0%B9_%D0%BD%D0%B5_%D0%BB%D0%B8%D1%88%D0%BD%D0%B8%D0%B9
Тихие страницы,"драма,, ,артхаус",1994,Россия,Александр Сокуров,6.8,https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D1%85%D0%B8%D0%B5_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D1%8B
Серп и молот,драма,1994,Россия,Сергей Ливнев,6.4,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%BF_%D0%B8_%D0%BC%D0%BE%D0%BB%D0%BE%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1994)"
Самолёт летит в Россию,"Комедийный, ,боевик",1994,Россия,Алексей Капилевич,6.3,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BE%D0%BB%D1%91%D1%82_%D0%BB%D0%B5%D1%82%D0%B8%D1%82_%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8E
Сон в начале тумана,"драма,, ,исторический фильм",1994,Россия,Барас Халзанов,7.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BD_%D0%B2_%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%B5_%D1%82%D1%83%D0%BC%D0%B0%D0%BD%D0%B0
Рысь идёт по следу,детский фильм,1994,Россия,Агаси Бабаян,,https://ru.wikipedia.org/wiki/%D0%A0%D1%8B%D1%81%D1%8C_%D0%B8%D0%B4%D1%91%D1%82_%D0%BF%D0%BE_%D1%81%D0%BB%D0%B5%D0%B4%D1%83
Последнее дело Варёного,комедия,1994,Россия,Виталий Мельников,6.2,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D0%B5%D0%B5_%D0%B4%D0%B5%D0%BB%D0%BE_%D0%92%D0%B0%D1%80%D1%91%D0%BD%D0%BE%D0%B3%D0%BE
Простодушный,"приключенческий фильм, ,комедия, ,музыкальный фильм",1991,Россия,Евгений Гинзбург,5.3,"https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%81%D1%82%D0%BE%D0%B4%D1%83%D1%88%D0%BD%D1%8B%D0%B9_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1994)"
Полицейская академия 7: Миссия в Москве,комедия,1994,США,Алан Меттер,3.5,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%B8%D1%86%D0%B5%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B0%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D1%8F_7:_%D0%9C%D0%B8%D1%81%D1%81%D0%B8%D1%8F_%D0%B2_%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5
Русская симфония,"фантастика,, ,драма,, ,притча",1990,Россия,Константин Лопушанский,6.5,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D0%B8%D0%BC%D1%84%D0%BE%D0%BD%D0%B8%D1%8F
Русское чудо,комедия,1994,Россия,Михаил Кокшенов,3.8,"https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%BE%D0%B5_%D1%87%D1%83%D0%B4%D0%BE_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1994)"
На кого Бог пошлёт,комедия,1994,Россия,Владимир Зайкин,5.4,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0_%D0%BA%D0%BE%D0%B3%D0%BE_%D0%91%D0%BE%D0%B3_%D0%BF%D0%BE%D1%88%D0%BB%D1%91%D1%82
Незабудки,драма,1994,Россия,Лев Кулиджанов,6.3,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B7%D0%B0%D0%B1%D1%83%D0%B4%D0%BA%D0%B8_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Маэстро вор,"приключенческий фильм, ,боевик",1994,Россия,Владимир Шамшурин,4.7,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%8D%D1%81%D1%82%D1%80%D0%BE_%D0%B2%D0%BE%D1%80
Пешаварский вальс,"военный фильм,драма,боевик",1994,Россия,Тимур Бекмамбетов,4.4,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%88%D0%B0%D0%B2%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%B0%D0%BB%D1%8C%D1%81
Подмосковные вечера,драма,1994,,Валерий Тодоровский,6.3,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D0%BC%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D0%BD%D1%8B%D0%B5_%D0%B2%D0%B5%D1%87%D0%B5%D1%80%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
"Любовь, предвестие печали…","драма, мелодрама",1994,Россия,Виктор Сергеев,6.2,"https://ru.wikipedia.org/wiki/%D0%9B%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C,_%D0%BF%D1%80%D0%B5%D0%B4%D0%B2%D0%B5%D1%81%D1%82%D0%B8%D0%B5_%D0%BF%D0%B5%D1%87%D0%B0%D0%BB%D0%B8%E2%80%A6"
Немой свидетель,"триллер,криминал,детектив",1994,Великобритания,Энтони Уоллер,6.7,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BC%D0%BE%D0%B9_%D1%81%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C
Лимита,драма,1994,Россия,Денис Евстигнеев,5.9,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BC%D0%B8%D1%82%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Курочка Ряба,"притча,сказка",1994,Россия,Андрей Кончаловский,6.4,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%BE%D1%87%D0%BA%D0%B0_%D0%A0%D1%8F%D0%B1%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Крысиные похороны,"приключения,,, ,фильм ужасов,,, ,экранизация",1994,США,Дэн Голден,4.1,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%8B%D1%81%D0%B8%D0%BD%D1%8B%D0%B5_%D0%BF%D0%BE%D1%85%D0%BE%D1%80%D0%BE%D0%BD%D1%8B_%D0%BF%D0%BE_%D0%91%D1%80%D1%8D%D0%BC%D1%83_%D0%A1%D1%82%D0%BE%D0%BA%D0%B5%D1%80%D1%83
Мастер и Маргарита,"драма, ,мистика",2011,Россия,Юрий Кара,6.5,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%81%D1%82%D0%B5%D1%80_%D0%B8_%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1994)"
"Колечко золотое, букет из алых роз",драма,1994,Россия,Дмитрий Долинин,6.3,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%B5%D1%87%D0%BA%D0%BE_%D0%B7%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%B5,_%D0%B1%D1%83%D0%BA%D0%B5%D1%82_%D0%B8%D0%B7_%D0%B0%D0%BB%D1%8B%D1%85_%D1%80%D0%BE%D0%B7"
Зона Любэ,"Драма,, ,музыкальный фильм",1994,Россия,Дмитрий Золотухин,5.7,https://ru.wikipedia.org/wiki/%D0%97%D0%BE%D0%BD%D0%B0_%D0%9B%D1%8E%D0%B1%D1%8D_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
Кофе с лимоном,драма,1994,Израиль,Леонид Горовец,7.1,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%84%D0%B5_%D1%81_%D0%BB%D0%B8%D0%BC%D0%BE%D0%BD%D0%BE%D0%BC
